Name,SPDXID,Version,DownloadLocation,License
"@pkgjs/parseargs","SPDXRef-Package-pkgjs.parseargs-0.11.0","0.11.0","https://registry.npmjs.org/@pkgjs/parseargs/-/parseargs-0.11.0.tgz","MIT"
"@protobufjs/aspromise","SPDXRef-Package-protobufjs.aspromise-1.1.2","1.1.2","https://registry.npmjs.org/@protobufjs/aspromise/-/aspromise-1.1.2.tgz","BSD-3-Clause"
"@protobufjs/base64","SPDXRef-Package-protobufjs.base64-1.1.2","1.1.2","https://registry.npmjs.org/@protobufjs/base64/-/base64-1.1.2.tgz","BSD-3-Clause"
"@protobufjs/codegen","SPDXRef-Package-protobufjs.codegen-2.0.4","2.0.4","https://registry.npmjs.org/@protobufjs/codegen/-/codegen-2.0.4.tgz","BSD-3-Clause"
"@protobufjs/eventemitter","SPDXRef-Package-protobufjs.eventemitter-1.1.0","1.1.0","https://registry.npmjs.org/@protobufjs/eventemitter/-/eventemitter-1.1.0.tgz","BSD-3-Clause"
"@protobufjs/fetch","SPDXRef-Package-protobufjs.fetch-1.1.0","1.1.0","https://registry.npmjs.org/@protobufjs/fetch/-/fetch-1.1.0.tgz","BSD-3-Clause"
"@protobufjs/float","SPDXRef-Package-protobufjs.float-1.0.2","1.0.2","https://registry.npmjs.org/@protobufjs/float/-/float-1.0.2.tgz","BSD-3-Clause"
"@protobufjs/inquire","SPDXRef-Package-protobufjs.inquire-1.1.0","1.1.0","https://registry.npmjs.org/@protobufjs/inquire/-/inquire-1.1.0.tgz","BSD-3-Clause"
"@protobufjs/path","SPDXRef-Package-protobufjs.path-1.1.2","1.1.2","https://registry.npmjs.org/@protobufjs/path/-/path-1.1.2.tgz","BSD-3-Clause"
"@protobufjs/pool","SPDXRef-Package-protobufjs.pool-1.1.0","1.1.0","https://registry.npmjs.org/@protobufjs/pool/-/pool-1.1.0.tgz","BSD-3-Clause"
"@protobufjs/utf8","SPDXRef-Package-protobufjs.utf8-1.1.0","1.1.0","https://registry.npmjs.org/@protobufjs/utf8/-/utf8-1.1.0.tgz","BSD-3-Clause"
"@smithy/abort-controller","SPDXRef-Package-smithy.abort-controller-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/abort-controller/-/abort-controller-4.2.12.tgz","Apache-2.0"
"@smithy/chunked-blob-reader","SPDXRef-Package-smithy.chunked-blob-reader-5.2.2","5.2.2","https://registry.npmjs.org/@smithy/chunked-blob-reader/-/chunked-blob-reader-5.2.2.tgz","Apache-2.0"
"@smithy/chunked-blob-reader-native","SPDXRef-Package-smithy.chunked-blob-reader-native-4.2.3","4.2.3","https://registry.npmjs.org/@smithy/chunked-blob-reader-native/-/chunked-blob-reader-native-4.2.3.tgz","Apache-2.0"
"@smithy/config-resolver","SPDXRef-Package-smithy.config-resolver-4.4.13","4.4.13","https://registry.npmjs.org/@smithy/config-resolver/-/config-resolver-4.4.13.tgz","Apache-2.0"
"@smithy/core","SPDXRef-Package-smithy.core-3.23.12","3.23.12","https://registry.npmjs.org/@smithy/core/-/core-3.23.12.tgz","Apache-2.0"
"@smithy/credential-provider-imds","SPDXRef-Package-smithy.credential-provider-imds-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/credential-provider-imds/-/credential-provider-imds-4.2.12.tgz","Apache-2.0"
"@smithy/eventstream-codec","SPDXRef-Package-smithy.eventstream-codec-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/eventstream-codec/-/eventstream-codec-4.2.12.tgz","Apache-2.0"
"@smithy/eventstream-serde-browser","SPDXRef-Package-smithy.eventstream-serde-browser-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/eventstream-serde-browser/-/eventstream-serde-browser-4.2.12.tgz","Apache-2.0"
"@smithy/eventstream-serde-config-resolver","SPDXRef-Package-smithy.eventstream-serde-config-resolver-4.3.12","4.3.12","https://registry.npmjs.org/@smithy/eventstream-serde-config-resolver/-/eventstream-serde-config-resolver-4.3.12.tgz","Apache-2.0"
"@smithy/eventstream-serde-node","SPDXRef-Package-smithy.eventstream-serde-node-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/eventstream-serde-node/-/eventstream-serde-node-4.2.12.tgz","Apache-2.0"
"@smithy/eventstream-serde-universal","SPDXRef-Package-smithy.eventstream-serde-universal-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/eventstream-serde-universal/-/eventstream-serde-universal-4.2.12.tgz","Apache-2.0"
"@smithy/fetch-http-handler","SPDXRef-Package-smithy.fetch-http-handler-5.3.15","5.3.15","https://registry.npmjs.org/@smithy/fetch-http-handler/-/fetch-http-handler-5.3.15.tgz","Apache-2.0"
"@smithy/hash-blob-browser","SPDXRef-Package-smithy.hash-blob-browser-4.2.13","4.2.13","https://registry.npmjs.org/@smithy/hash-blob-browser/-/hash-blob-browser-4.2.13.tgz","Apache-2.0"
"@smithy/hash-node","SPDXRef-Package-smithy.hash-node-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/hash-node/-/hash-node-4.2.12.tgz","Apache-2.0"
"@smithy/hash-stream-node","SPDXRef-Package-smithy.hash-stream-node-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/hash-stream-node/-/hash-stream-node-4.2.12.tgz","Apache-2.0"
"@smithy/invalid-dependency","SPDXRef-Package-smithy.invalid-dependency-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/invalid-dependency/-/invalid-dependency-4.2.12.tgz","Apache-2.0"
"@smithy/is-array-buffer","SPDXRef-Package-smithy.is-array-buffer-2.2.0","2.2.0","https://registry.npmjs.org/@smithy/is-array-buffer/-/is-array-buffer-2.2.0.tgz","Apache-2.0"
"@smithy/is-array-buffer","SPDXRef-Package-smithy.is-array-buffer-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/is-array-buffer/-/is-array-buffer-4.2.2.tgz","Apache-2.0"
"@smithy/md5-js","SPDXRef-Package-smithy.md5-js-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/md5-js/-/md5-js-4.2.12.tgz","Apache-2.0"
"@smithy/middleware-content-length","SPDXRef-Package-smithy.middleware-content-length-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/middleware-content-length/-/middleware-content-length-4.2.12.tgz","Apache-2.0"
"@smithy/middleware-endpoint","SPDXRef-Package-smithy.middleware-endpoint-4.4.27","4.4.27","https://registry.npmjs.org/@smithy/middleware-endpoint/-/middleware-endpoint-4.4.27.tgz","Apache-2.0"
"@smithy/middleware-retry","SPDXRef-Package-smithy.middleware-retry-4.4.44","4.4.44","https://registry.npmjs.org/@smithy/middleware-retry/-/middleware-retry-4.4.44.tgz","Apache-2.0"
"@smithy/middleware-serde","SPDXRef-Package-smithy.middleware-serde-4.2.15","4.2.15","https://registry.npmjs.org/@smithy/middleware-serde/-/middleware-serde-4.2.15.tgz","Apache-2.0"
"@smithy/middleware-stack","SPDXRef-Package-smithy.middleware-stack-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/middleware-stack/-/middleware-stack-4.2.12.tgz","Apache-2.0"
"@smithy/node-config-provider","SPDXRef-Package-smithy.node-config-provider-4.3.12","4.3.12","https://registry.npmjs.org/@smithy/node-config-provider/-/node-config-provider-4.3.12.tgz","Apache-2.0"
"@smithy/node-http-handler","SPDXRef-Package-smithy.node-http-handler-4.5.0","4.5.0","https://registry.npmjs.org/@smithy/node-http-handler/-/node-http-handler-4.5.0.tgz","Apache-2.0"
"@smithy/property-provider","SPDXRef-Package-smithy.property-provider-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/property-provider/-/property-provider-4.2.12.tgz","Apache-2.0"
"@smithy/protocol-http","SPDXRef-Package-smithy.protocol-http-5.3.12","5.3.12","https://registry.npmjs.org/@smithy/protocol-http/-/protocol-http-5.3.12.tgz","Apache-2.0"
"@smithy/querystring-builder","SPDXRef-Package-smithy.querystring-builder-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/querystring-builder/-/querystring-builder-4.2.12.tgz","Apache-2.0"
"@smithy/querystring-parser","SPDXRef-Package-smithy.querystring-parser-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/querystring-parser/-/querystring-parser-4.2.12.tgz","Apache-2.0"
"@smithy/service-error-classification","SPDXRef-Package-smithy.service-error-classification-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/service-error-classification/-/service-error-classification-4.2.12.tgz","Apache-2.0"
"@smithy/shared-ini-file-loader","SPDXRef-Package-smithy.shared-ini-file-loader-4.4.7","4.4.7","https://registry.npmjs.org/@smithy/shared-ini-file-loader/-/shared-ini-file-loader-4.4.7.tgz","Apache-2.0"
"@smithy/signature-v4","SPDXRef-Package-smithy.signature-v4-5.3.12","5.3.12","https://registry.npmjs.org/@smithy/signature-v4/-/signature-v4-5.3.12.tgz","Apache-2.0"
"@smithy/smithy-client","SPDXRef-Package-smithy.smithy-client-4.12.7","4.12.7","https://registry.npmjs.org/@smithy/smithy-client/-/smithy-client-4.12.7.tgz","Apache-2.0"
"@smithy/url-parser","SPDXRef-Package-smithy.url-parser-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/url-parser/-/url-parser-4.2.12.tgz","Apache-2.0"
"@smithy/util-base64","SPDXRef-Package-smithy.util-base64-4.3.2","4.3.2","https://registry.npmjs.org/@smithy/util-base64/-/util-base64-4.3.2.tgz","Apache-2.0"
"@smithy/util-body-length-browser","SPDXRef-Package-smithy.util-body-length-browser-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/util-body-length-browser/-/util-body-length-browser-4.2.2.tgz","Apache-2.0"
"@smithy/util-body-length-node","SPDXRef-Package-smithy.util-body-length-node-4.2.3","4.2.3","https://registry.npmjs.org/@smithy/util-body-length-node/-/util-body-length-node-4.2.3.tgz","Apache-2.0"
"@smithy/util-buffer-from","SPDXRef-Package-smithy.util-buffer-from-2.2.0","2.2.0","https://registry.npmjs.org/@smithy/util-buffer-from/-/util-buffer-from-2.2.0.tgz","Apache-2.0"
"@smithy/util-buffer-from","SPDXRef-Package-smithy.util-buffer-from-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/util-buffer-from/-/util-buffer-from-4.2.2.tgz","Apache-2.0"
"@smithy/util-config-provider","SPDXRef-Package-smithy.util-config-provider-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/util-config-provider/-/util-config-provider-4.2.2.tgz","Apache-2.0"
"@smithy/util-defaults-mode-browser","SPDXRef-Package-smithy.util-defaults-mode-browser-4.3.43","4.3.43","https://registry.npmjs.org/@smithy/util-defaults-mode-browser/-/util-defaults-mode-browser-4.3.43.tgz","Apache-2.0"
"@smithy/util-defaults-mode-node","SPDXRef-Package-smithy.util-defaults-mode-node-4.2.47","4.2.47","https://registry.npmjs.org/@smithy/util-defaults-mode-node/-/util-defaults-mode-node-4.2.47.tgz","Apache-2.0"
"@smithy/util-endpoints","SPDXRef-Package-smithy.util-endpoints-3.3.3","3.3.3","https://registry.npmjs.org/@smithy/util-endpoints/-/util-endpoints-3.3.3.tgz","Apache-2.0"
"@smithy/util-hex-encoding","SPDXRef-Package-smithy.util-hex-encoding-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/util-hex-encoding/-/util-hex-encoding-4.2.2.tgz","Apache-2.0"
"@smithy/util-middleware","SPDXRef-Package-smithy.util-middleware-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/util-middleware/-/util-middleware-4.2.12.tgz","Apache-2.0"
"@smithy/util-retry","SPDXRef-Package-smithy.util-retry-4.2.12","4.2.12","https://registry.npmjs.org/@smithy/util-retry/-/util-retry-4.2.12.tgz","Apache-2.0"
"@smithy/util-stream","SPDXRef-Package-smithy.util-stream-4.5.20","4.5.20","https://registry.npmjs.org/@smithy/util-stream/-/util-stream-4.5.20.tgz","Apache-2.0"
"@smithy/util-uri-escape","SPDXRef-Package-smithy.util-uri-escape-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/util-uri-escape/-/util-uri-escape-4.2.2.tgz","Apache-2.0"
"@smithy/util-utf8","SPDXRef-Package-smithy.util-utf8-2.3.0","2.3.0","https://registry.npmjs.org/@smithy/util-utf8/-/util-utf8-2.3.0.tgz","Apache-2.0"
"@smithy/util-utf8","SPDXRef-Package-smithy.util-utf8-4.2.2","4.2.2","https://registry.npmjs.org/@smithy/util-utf8/-/util-utf8-4.2.2.tgz","Apache-2.0"
"@smithy/util-waiter","SPDXRef-Package-smithy.util-waiter-4.2.13","4.2.13","https://registry.npmjs.org/@smithy/util-waiter/-/util-waiter-4.2.13.tgz","Apache-2.0"
"@smithy/uuid","SPDXRef-Package-smithy.uuid-1.1.2","1.1.2","https://registry.npmjs.org/@smithy/uuid/-/uuid-1.1.2.tgz","Apache-2.0"
"@tree-sitter-grammars/tree-sitter-yaml","SPDXRef-Package-tree-sitter-grammars.tree-sitter-yaml-0.7.1","0.7.1","https://registry.npmjs.org/@tree-sitter-grammars/tree-sitter-yaml/-/tree-sitter-yaml-0.7.1.tgz","MIT"
"@tybys/wasm-util","SPDXRef-Package-tybys.wasm-util-0.10.1","0.10.1","https://registry.npmjs.org/@tybys/wasm-util/-/wasm-util-0.10.1.tgz","MIT"
"@types/aws-lambda","SPDXRef-Package-types.aws-lambda-8.10.152","8.10.152","https://registry.npmjs.org/@types/aws-lambda/-/aws-lambda-8.10.152.tgz","MIT"
"@types/bunyan","SPDXRef-Package-types.bunyan-1.8.11","1.8.11","https://registry.npmjs.org/@types/bunyan/-/bunyan-1.8.11.tgz","MIT"
"@types/connect","SPDXRef-Package-types.connect-3.4.38","3.4.38","https://registry.npmjs.org/@types/connect/-/connect-3.4.38.tgz","MIT"
"@types/memcached","SPDXRef-Package-types.memcached-2.2.10","2.2.10","https://registry.npmjs.org/@types/memcached/-/memcached-2.2.10.tgz","MIT"
"@types/mysql","SPDXRef-Package-types.mysql-2.15.27","2.15.27","https://registry.npmjs.org/@types/mysql/-/mysql-2.15.27.tgz","MIT"
"@types/oracledb","SPDXRef-Package-types.oracledb-6.5.2","6.5.2","https://registry.npmjs.org/@types/oracledb/-/oracledb-6.5.2.tgz","MIT"
"@types/pg","SPDXRef-Package-types.pg-8.15.5","8.15.5","https://registry.npmjs.org/@types/pg/-/pg-8.15.5.tgz","MIT"
"@types/pg-pool","SPDXRef-Package-types.pg-pool-2.0.6","2.0.6","https://registry.npmjs.org/@types/pg-pool/-/pg-pool-2.0.6.tgz","MIT"
"@types/tedious","SPDXRef-Package-types.tedious-4.0.14","4.0.14","https://registry.npmjs.org/@types/tedious/-/tedious-4.0.14.tgz","MIT"
"abort-controller","SPDXRef-Package-abort-controller-3.0.0","3.0.0","https://registry.npmjs.org/abort-controller/-/abort-controller-3.0.0.tgz","MIT"
"acorn-import-attributes","SPDXRef-Package-acorn-import-attributes-1.9.5","1.9.5","https://registry.npmjs.org/acorn-import-attributes/-/acorn-import-attributes-1.9.5.tgz","MIT"
"agent-base","SPDXRef-Package-agent-base-7.1.4","7.1.4","https://registry.npmjs.org/agent-base/-/agent-base-7.1.4.tgz","MIT"
"ansi-regex","SPDXRef-Package-ansi-regex-5.0.1","5.0.1","https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz","MIT"
"ansi-styles","SPDXRef-Package-ansi-styles-6.2.3","6.2.3","https://registry.npmjs.org/ansi-styles/-/ansi-styles-6.2.3.tgz","MIT"
"archiver","SPDXRef-Package-archiver-7.0.1","7.0.1","https://registry.npmjs.org/archiver/-/archiver-7.0.1.tgz","MIT"
"archiver-utils","SPDXRef-Package-archiver-utils-5.0.2","5.0.2","https://registry.npmjs.org/archiver-utils/-/archiver-utils-5.0.2.tgz","MIT"
"async","SPDXRef-Package-async-3.2.6","3.2.6","https://registry.npmjs.org/async/-/async-3.2.6.tgz","MIT"
"async-mutex","SPDXRef-Package-async-mutex-0.5.0","0.5.0","https://registry.npmjs.org/async-mutex/-/async-mutex-0.5.0.tgz","MIT"
"asynckit","SPDXRef-Package-asynckit-0.4.0","0.4.0","https://registry.npmjs.org/asynckit/-/asynckit-0.4.0.tgz","MIT"
"atomic-sleep","SPDXRef-Package-atomic-sleep-1.0.0","1.0.0","https://registry.npmjs.org/atomic-sleep/-/atomic-sleep-1.0.0.tgz","MIT"
"axios","SPDXRef-Package-axios-1.13.6","1.13.6","https://registry.npmjs.org/axios/-/axios-1.13.6.tgz","MIT"
"b4a","SPDXRef-Package-b4a-1.8.0","1.8.0","https://registry.npmjs.org/b4a/-/b4a-1.8.0.tgz","Apache-2.0"
"balanced-match","SPDXRef-Package-balanced-match-1.0.2","1.0.2","https://registry.npmjs.org/balanced-match/-/balanced-match-1.0.2.tgz","MIT"
"bare-events","SPDXRef-Package-bare-events-2.8.2","2.8.2","https://registry.npmjs.org/bare-events/-/bare-events-2.8.2.tgz","Apache-2.0"
"bare-fs","SPDXRef-Package-bare-fs-4.5.6","4.5.6","https://registry.npmjs.org/bare-fs/-/bare-fs-4.5.6.tgz","Apache-2.0"
"bare-os","SPDXRef-Package-bare-os-3.8.0","3.8.0","https://registry.npmjs.org/bare-os/-/bare-os-3.8.0.tgz","Apache-2.0"
"bare-path","SPDXRef-Package-bare-path-3.0.0","3.0.0","https://registry.npmjs.org/bare-path/-/bare-path-3.0.0.tgz","Apache-2.0"
"bare-stream","SPDXRef-Package-bare-stream-2.10.0","2.10.0","https://registry.npmjs.org/bare-stream/-/bare-stream-2.10.0.tgz","Apache-2.0"
"bare-url","SPDXRef-Package-bare-url-2.4.0","2.4.0","https://registry.npmjs.org/bare-url/-/bare-url-2.4.0.tgz","Apache-2.0"
"base64-js","SPDXRef-Package-base64-js-1.5.1","1.5.1","https://registry.npmjs.org/base64-js/-/base64-js-1.5.1.tgz","MIT"
"bignumber.js","SPDXRef-Package-bignumber.js-9.3.1","9.3.1","https://registry.npmjs.org/bignumber.js/-/bignumber.js-9.3.1.tgz","MIT"
"bowser","SPDXRef-Package-bowser-2.14.1","2.14.1","https://registry.npmjs.org/bowser/-/bowser-2.14.1.tgz","MIT"
"brace-expansion","SPDXRef-Package-brace-expansion-2.0.2","2.0.2","https://registry.npmjs.org/brace-expansion/-/brace-expansion-2.0.2.tgz","MIT"
"buffer","SPDXRef-Package-buffer-6.0.3","6.0.3","https://registry.npmjs.org/buffer/-/buffer-6.0.3.tgz","MIT"
"buffer-crc32","SPDXRef-Package-buffer-crc32-1.0.0","1.0.0","https://registry.npmjs.org/buffer-crc32/-/buffer-crc32-1.0.0.tgz","MIT"
"buffer-crc32","SPDXRef-Package-buffer-crc32-0.2.13","0.2.13","https://registry.npmjs.org/buffer-crc32/-/buffer-crc32-0.2.13.tgz","MIT"
"cfn-guard","SPDXRef-Package-cfn-guard-3.1.1","3.1.1","NOASSERTION","Apache-2.0"
"cjs-module-lexer","SPDXRef-Package-cjs-module-lexer-1.4.3","1.4.3","https://registry.npmjs.org/cjs-module-lexer/-/cjs-module-lexer-1.4.3.tgz","MIT"
"cliui","SPDXRef-Package-cliui-8.0.1","8.0.1","https://registry.npmjs.org/cliui/-/cliui-8.0.1.tgz","ISC"
"colorette","SPDXRef-Package-colorette-2.0.20","2.0.20","https://registry.npmjs.org/colorette/-/colorette-2.0.20.tgz","MIT"
"combined-stream","SPDXRef-Package-combined-stream-1.0.8","1.0.8","https://registry.npmjs.org/combined-stream/-/combined-stream-1.0.8.tgz","MIT"
"compress-commons","SPDXRef-Package-compress-commons-6.0.2","6.0.2","https://registry.npmjs.org/compress-commons/-/compress-commons-6.0.2.tgz","MIT"
"core-util-is","SPDXRef-Package-core-util-is-1.0.3","1.0.3","https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.3.tgz","MIT"
"crc-32","SPDXRef-Package-crc-32-1.2.2","1.2.2","https://registry.npmjs.org/crc-32/-/crc-32-1.2.2.tgz","Apache-2.0"
"crc32-stream","SPDXRef-Package-crc32-stream-6.0.0","6.0.0","https://registry.npmjs.org/crc32-stream/-/crc32-stream-6.0.0.tgz","MIT"
"dateformat","SPDXRef-Package-dateformat-4.6.3","4.6.3","https://registry.npmjs.org/dateformat/-/dateformat-4.6.3.tgz","MIT"
"deep-object-diff","SPDXRef-Package-deep-object-diff-1.1.9","1.1.9","https://registry.npmjs.org/deep-object-diff/-/deep-object-diff-1.1.9.tgz","MIT"
"delayed-stream","SPDXRef-Package-delayed-stream-1.0.0","1.0.0","https://registry.npmjs.org/delayed-stream/-/delayed-stream-1.0.0.tgz","MIT"
"eastasianwidth","SPDXRef-Package-eastasianwidth-0.2.0","0.2.0","https://registry.npmjs.org/eastasianwidth/-/eastasianwidth-0.2.0.tgz","MIT"
"emoji-regex","SPDXRef-Package-emoji-regex-8.0.0","8.0.0","https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz","MIT"
"emoji-regex","SPDXRef-Package-emoji-regex-9.2.2","9.2.2","https://registry.npmjs.org/emoji-regex/-/emoji-regex-9.2.2.tgz","MIT"
"event-target-shim","SPDXRef-Package-event-target-shim-5.0.1","5.0.1","https://registry.npmjs.org/event-target-shim/-/event-target-shim-5.0.1.tgz","MIT"
"events-universal","SPDXRef-Package-events-universal-1.0.1","1.0.1","https://registry.npmjs.org/events-universal/-/events-universal-1.0.1.tgz","Apache-2.0"
"extend","SPDXRef-Package-extend-3.0.2","3.0.2","https://registry.npmjs.org/extend/-/extend-3.0.2.tgz","MIT"
"fast-copy","SPDXRef-Package-fast-copy-4.0.2","4.0.2","https://registry.npmjs.org/fast-copy/-/fast-copy-4.0.2.tgz","MIT"
"fast-fifo","SPDXRef-Package-fast-fifo-1.3.2","1.3.2","https://registry.npmjs.org/fast-fifo/-/fast-fifo-1.3.2.tgz","MIT"
"fast-safe-stringify","SPDXRef-Package-fast-safe-stringify-2.1.1","2.1.1","https://registry.npmjs.org/fast-safe-stringify/-/fast-safe-stringify-2.1.1.tgz","MIT"
"fast-xml-builder","SPDXRef-Package-fast-xml-builder-1.1.4","1.1.4","https://registry.npmjs.org/fast-xml-builder/-/fast-xml-builder-1.1.4.tgz","MIT"
"fast-xml-parser","SPDXRef-Package-fast-xml-parser-5.5.8","5.5.8","https://registry.npmjs.org/fast-xml-parser/-/fast-xml-parser-5.5.8.tgz","MIT"
"follow-redirects","SPDXRef-Package-follow-redirects-1.15.11","1.15.11","https://registry.npmjs.org/follow-redirects/-/follow-redirects-1.15.11.tgz","MIT"
"foreground-child","SPDXRef-Package-foreground-child-3.3.1","3.3.1","https://registry.npmjs.org/foreground-child/-/foreground-child-3.3.1.tgz","ISC"
"form-data","SPDXRef-Package-form-data-4.0.5","4.0.5","https://registry.npmjs.org/form-data/-/form-data-4.0.5.tgz","MIT"
"forwarded-parse","SPDXRef-Package-forwarded-parse-2.1.2","2.1.2","https://registry.npmjs.org/forwarded-parse/-/forwarded-parse-2.1.2.tgz","MIT"
"fuse.js","SPDXRef-Package-fuse.js-7.1.0","7.1.0","https://registry.npmjs.org/fuse.js/-/fuse.js-7.1.0.tgz","Apache-2.0"
"gaxios","SPDXRef-Package-gaxios-6.7.1","6.7.1","https://registry.npmjs.org/gaxios/-/gaxios-6.7.1.tgz","Apache-2.0"
"gcp-metadata","SPDXRef-Package-gcp-metadata-6.1.1","6.1.1","https://registry.npmjs.org/gcp-metadata/-/gcp-metadata-6.1.1.tgz","Apache-2.0"
"glob","SPDXRef-Package-glob-10.5.0","10.5.0","https://registry.npmjs.org/glob/-/glob-10.5.0.tgz","ISC"
"google-logging-utils","SPDXRef-Package-google-logging-utils-0.0.2","0.0.2","https://registry.npmjs.org/google-logging-utils/-/google-logging-utils-0.0.2.tgz","Apache-2.0"
"help-me","SPDXRef-Package-help-me-5.0.0","5.0.0","https://registry.npmjs.org/help-me/-/help-me-5.0.0.tgz","MIT"
"https-proxy-agent","SPDXRef-Package-https-proxy-agent-7.0.6","7.0.6","https://registry.npmjs.org/https-proxy-agent/-/https-proxy-agent-7.0.6.tgz","MIT"
"ieee754","SPDXRef-Package-ieee754-1.2.1","1.2.1","https://registry.npmjs.org/ieee754/-/ieee754-1.2.1.tgz","BSD-3-Clause"
"import-in-the-middle","SPDXRef-Package-import-in-the-middle-1.15.0","1.15.0","https://registry.npmjs.org/import-in-the-middle/-/import-in-the-middle-1.15.0.tgz","Apache-2.0"
"inherits","SPDXRef-Package-inherits-2.0.4","2.0.4","https://registry.npmjs.org/inherits/-/inherits-2.0.4.tgz","ISC"
"ini","SPDXRef-Package-ini-6.0.0","6.0.0","https://registry.npmjs.org/ini/-/ini-6.0.0.tgz","ISC"
"isarray","SPDXRef-Package-isarray-1.0.0","1.0.0","https://registry.npmjs.org/isarray/-/isarray-1.0.0.tgz","MIT"
"jackspeak","SPDXRef-Package-jackspeak-3.4.3","3.4.3","https://registry.npmjs.org/jackspeak/-/jackspeak-3.4.3.tgz","BlueOak-1.0.0"
"jose","SPDXRef-Package-jose-4.15.9","4.15.9","https://registry.npmjs.org/jose/-/jose-4.15.9.tgz","MIT"
"joycon","SPDXRef-Package-joycon-3.1.1","3.1.1","https://registry.npmjs.org/joycon/-/joycon-3.1.1.tgz","MIT"
"json-bigint","SPDXRef-Package-json-bigint-1.0.0","1.0.0","https://registry.npmjs.org/json-bigint/-/json-bigint-1.0.0.tgz","MIT"
"lazystream","SPDXRef-Package-lazystream-1.0.1","1.0.1","https://registry.npmjs.org/lazystream/-/lazystream-1.0.1.tgz","MIT"
"lmdb","SPDXRef-Package-lmdb-3.5.2","3.5.2","https://registry.npmjs.org/lmdb/-/lmdb-3.5.2.tgz","MIT"
"lodash","SPDXRef-Package-lodash-4.17.23","4.17.23","https://registry.npmjs.org/lodash/-/lodash-4.17.23.tgz","MIT"
"lodash.camelcase","SPDXRef-Package-lodash.camelcase-4.3.0","4.3.0","https://registry.npmjs.org/lodash.camelcase/-/lodash.camelcase-4.3.0.tgz","MIT"
"long","SPDXRef-Package-long-5.3.2","5.3.2","https://registry.npmjs.org/long/-/long-5.3.2.tgz","Apache-2.0"
"lru-cache","SPDXRef-Package-lru-cache-10.4.3","10.4.3","https://registry.npmjs.org/lru-cache/-/lru-cache-10.4.3.tgz","ISC"
"luxon","SPDXRef-Package-luxon-3.7.2","3.7.2","https://registry.npmjs.org/luxon/-/luxon-3.7.2.tgz","MIT"
"minimatch","SPDXRef-Package-minimatch-9.0.9","9.0.9","https://registry.npmjs.org/minimatch/-/minimatch-9.0.9.tgz","ISC"
"minimatch","SPDXRef-Package-minimatch-5.1.9","5.1.9","https://registry.npmjs.org/minimatch/-/minimatch-5.1.9.tgz","ISC"
"minipass","SPDXRef-Package-minipass-7.1.3","7.1.3","https://registry.npmjs.org/minipass/-/minipass-7.1.3.tgz","BlueOak-1.0.0"
"module-details-from-path","SPDXRef-Package-module-details-from-path-1.0.4","1.0.4","https://registry.npmjs.org/module-details-from-path/-/module-details-from-path-1.0.4.tgz","MIT"
"msgpackr","SPDXRef-Package-msgpackr-1.11.9","1.11.9","https://registry.npmjs.org/msgpackr/-/msgpackr-1.11.9.tgz","MIT"
"msgpackr-extract","SPDXRef-Package-msgpackr-extract-3.0.3","3.0.3","https://registry.npmjs.org/msgpackr-extract/-/msgpackr-extract-3.0.3.tgz","MIT"
"node-addon-api","SPDXRef-Package-node-addon-api-6.1.0","6.1.0","https://registry.npmjs.org/node-addon-api/-/node-addon-api-6.1.0.tgz","MIT"
"node-addon-api","SPDXRef-Package-node-addon-api-8.6.0","8.6.0","https://registry.npmjs.org/node-addon-api/-/node-addon-api-8.6.0.tgz","MIT"
"node-fetch","SPDXRef-Package-node-fetch-2.7.0","2.7.0","https://registry.npmjs.org/node-fetch/-/node-fetch-2.7.0.tgz","MIT"
"node-gyp-build","SPDXRef-Package-node-gyp-build-4.8.4","4.8.4","https://registry.npmjs.org/node-gyp-build/-/node-gyp-build-4.8.4.tgz","MIT"
